symbol,date,close,K,D,DIF,MACD,OSC,RSI,OBV,MA3,MA6,MA12
1337,2026-09-01,4.48,10.1,16.9,-0.53,-0.502,-0.028,38.0,102858241.0,4.59,4.77,5.04
1338,2026-09-01,14.6,16.1,17.7,-4.32,-4.371,0.051,23.2,352507129.0,14.87,15.55,17.31
1339,2026-09-01,42.45,54.0,46.9,-1.123,-1.132,0.009,48.2,97380905.0,42.34,41.76,41.37
1340,2026-09-01,5.16,9.1,14.7,-1.146,-1.088,-0.058,34.7,-2683416396.0,5.17,5.34,6.14
1341,2026-09-01,57.9,67.1,61.2,0.512,0.554,-0.042,51.7,7111295.0,58.9,58.09,56.79
1342,2026-09-01,99.8,52.6,55.3,3.886,2.145,1.741,55.2,345924404.0,100.07,99.38,91.84
1402,2026-09-01,28.1,58.4,44.3,-0.301,-0.426,0.125,53.1,438174356385.0,27.87,26.63,26.46
1409,2026-09-01,24.35,58.6,61.7,2.431,1.275,1.156,66.9,13157375594.0,22.98,22.04,18.29
1410,2026-09-01,24.2,8.6,12.5,-2.784,-1.791,-0.992,26.9,1878559391.0,24.97,25.55,29.46
1413,2026-09-01,9.2,14.6,14.9,-0.287,-0.107,-0.181,37.6,3064888015.0,9.35,9.38,9.69
1414,2026-09-01,17.6,52.0,46.0,-0.596,-0.49,-0.107,45.4,35602287386.0,18.67,17.59,18.15
1416,2026-09-01,11.25,43.9,40.5,0.093,0.121,-0.027,52.8,9742354249.0,11.27,11.01,11.05
1417,2026-09-01,8.08,33.8,42.7,-0.468,-0.557,0.09,40.4,6139624348.0,8.21,8.24,8.39
1418,2026-09-01,17.4,18.0,18.4,-1.7,-1.329,-0.371,37.6,6043935964.0,17.8,18.15,18.92
1419,2026-09-01,66.5,45.8,47.9,5.494,5.473,0.021,61.0,46261721796.0,65.98,64.37,64.3
1423,2026-09-01,34.8,29.3,45.3,1.345,1.692,-0.346,52.3,1436698065.0,35.35,36.61,35.95
1432,2026-09-01,14.95,26.0,31.0,-0.16,-0.034,-0.126,46.0,594227344.0,15.02,15.04,15.48
1434,2026-09-01,17.65,50.5,49.7,-0.575,-1.07,0.495,51.5,75803798259.0,17.68,16.69,16.3
1435,2026-09-01,22.35,40.4,30.7,-4.706,-4.862,0.156,43.8,131491306.0,22.05,19.87,21.1
1436,2026-09-01,36.45,7.2,6.4,-6.857,-3.543,-3.314,32.6,409798258.0,37.07,39.13,46.49
1437,2026-09-01,32.05,59.3,50.5,0.501,0.596,-0.095,56.1,9214068189.0,31.75,30.35,31.02
1438,2026-09-01,21.35,19.9,16.0,-5.432,-4.081,-1.351,34.2,-9364348.0,21.09,20.52,25.51
1439,2026-09-01,28.9,55.8,39.7,-0.011,0.169,-0.18,53.9,37636408.0,28.47,26.74,27.39
1440,2026-09-01,13.25,45.5,41.0,-0.397,-0.545,0.148,49.1,-2197840113.0,13.1,12.83,12.88
1441,2026-09-01,8.75,2.0,2.4,-1.309,-1.18,-0.129,25.0,21751494120.0,8.83,9.14,9.73
1442,2026-09-01,29.85,45.4,25.4,-6.082,-4.272,-1.81,37.4,1047840582.0,29.25,27.75,29.09
1443,2026-09-01,23.3,41.3,37.6,-1.186,-0.68,-0.506,39.6,1054586284.0,24.63,24.45,25.43
1444,2026-09-01,6.73,32.5,34.0,-0.494,-0.675,0.181,44.4,20821753007.0,6.96,7.03,6.65
1445,2026-09-01,10.2,10.9,19.5,-1.292,-0.935,-0.357,34.8,-8282256741.0,10.42,11.16,12.32
1446,2026-09-01,13.35,12.0,14.8,-4.24,-4.115,-0.125,33.5,7011673930.0,13.55,14.15,15.02
1447,2026-09-01,6.43,38.0,39.8,-0.277,-0.491,0.214,48.4,69624276870.0,6.68,6.46,5.94
1449,2026-09-01,12.3,35.4,35.1,-1.02,-1.258,0.237,45.2,1891659516.0,12.28,12.81,11.91
1451,2026-09-01,17.05,60.4,56.6,-0.075,-0.101,0.026,49.3,-48558078741.0,17.3,17.03,16.81
1452,2026-09-01,11.1,42.1,33.6,-0.915,-0.989,0.074,39.8,7932053149.0,11.32,11.02,11.26
1453,2026-09-01,10.9,13.4,13.6,-1.051,-0.903,-0.148,41.5,3559117088.0,10.98,11.02,11.71
1454,2026-09-01,12.45,11.0,14.7,-0.609,-0.436,-0.173,42.5,-6215818136.0,12.52,12.79,13.13
1455,2026-09-01,9.7,45.7,40.7,-0.3,-0.555,0.255,51.9,46478930344.0,9.42,9.1,8.56
1456,2026-09-01,14.3,48.6,46.3,-0.637,-0.885,0.248,49.0,-4993762199.0,14.07,13.83,13.51
1457,2026-09-01,14.45,25.0,22.5,-0.477,-0.322,-0.155,42.7,628503733570610.0,14.37,14.27,14.6
1459,2026-09-01,15.25,69.6,56.0,0.804,0.614,0.19,63.9,-1517292030.0,15.52,14.29,13.74
1460,2026-09-01,6.42,34.5,49.7,-0.206,-0.273,0.067,42.5,48238558091.0,6.57,6.79,6.61
1463,2026-09-01,17.05,26.8,32.5,-0.203,0.156,-0.358,45.2,57248068330.0,17.4,17.71,17.9
1464,2026-09-01,9.95,17.9,16.5,-0.731,-0.632,-0.099,39.2,2266168686.0,10.15,10.03,10.37
1465,2026-09-01,11.9,25.7,27.9,-0.204,-0.14,-0.064,40.9,1085988748.0,12.12,12.1,12.18
1466,2026-09-01,14.85,26.3,29.9,0.484,0.641,-0.157,50.5,43919717761.0,15.27,15.06,15.32
1467,2026-09-01,7.95,33.7,29.1,-0.659,-0.9,0.241,44.6,2369347294.0,8.56,7.83,7.54
1468,2026-09-01,13.25,50.2,45.1,-0.206,-0.298,0.092,50.8,-719452614.0,13.48,12.76,12.51
1470,2026-09-01,23.8,72.5,63.3,1.029,0.922,0.108,60.6,46515343.0,23.82,22.62,22.31
1471,2026-09-01,9.5,23.1,30.7,-0.606,-0.512,-0.094,42.4,8955488670.0,9.6,10.34,10.58
1472,2026-09-01,89.5,71.4,63.1,7.516,8.4,-0.883,65.9,514454814.0,89.7,87.55,86.1
1473,2026-09-01,19.75,6.5,8.1,-2.064,-1.322,-0.741,35.3,12719666945.0,19.88,20.11,22.36
1474,2026-09-01,9.88,26.3,22.1,-0.557,-0.462,-0.095,38.1,7011801780.0,9.94,9.85,10.1
1475,2026-09-01,26.05,19.3,16.1,-4.983,-4.543,-0.44,37.0,39449846.0,26.48,26.51,28.83
1476,2026-09-01,288.0,11.9,18.9,-35.664,-27.947,-7.717,36.4,141693990428.0,314.33,317.16,348.53
1477,2026-09-01,194.5,9.2,17.6,-18.039,-8.938,-9.1,39.1,7123145692.0,200.82,205.28,238.51
1503,2026-09-01,197.0,42.7,49.3,11.6,12.745,-1.145,52.3,16638823149.0,197.33,204.11,198.19
1504,2026-09-01,70.3,32.1,31.0,5.644,7.245,-1.601,53.7,452688810471.0,69.2,68.55,75.82
1506,2026-09-01,9.85,6.7,10.6,-1.208,-1.129,-0.08,34.8,937186353.0,10.13,10.25,11.02
1512,2026-09-01,6.11,7.5,14.3,-0.729,-0.718,-0.011,32.2,2417709389.0,6.39,6.7,7.19
1513,2026-09-01,163.5,43.9,44.4,8.58,9.18,-0.601,56.1,4663061318.0,160.33,159.3,155.16
1514,2026-09-01,100.0,27.3,35.7,5.665,7.886,-2.221,50.5,19444075707.0,99.87,107.3,106.45
1515,2026-09-01,29.85,39.7,34.2,-1.493,-2.473,0.98,49.9,9817885066.0,30.68,27.82,26.86
1516,2026-09-01,14.0,18.5,34.5,-0.406,0.16,-0.566,40.7,28040716526.0,14.63,17.56,19.05
1517,2026-09-01,10.5,24.2,24.7,-0.991,-1.142,0.15,40.7,63405354750.0,11.05,10.67,11.19
1519,2026-09-01,697.0,37.7,48.1,90.5,103.043,-12.543,55.3,14556480734.0,685.34,720.69,733.23
1521,2026-09-01,24.45,35.5,38.9,-1.696,-2.102,0.406,42.9,735015951.0,25.17,25.66,25.1
1522,2026-09-01,25.1,7.5,14.5,-4.118,-1.841,-2.277,33.9,78821199433.0,27.07,28.89,35.84
1524,2026-09-01,25.85,23.8,32.5,0.027,0.664,-0.637,45.9,651562315869.0,26.52,28.35,28.76
1525,2026-09-01,64.5,72.4,67.8,1.35,0.708,0.642,52.7,37208407258.0,66.87,65.87,63.49
1526,2026-09-01,15.0,18.9,20.0,-3.384,-3.707,0.322,37.6,-1882413224.0,16.48,15.72,16.9
1527,2026-09-01,32.3,27.1,24.8,-1.444,-1.517,0.073,42.9,1077537565315.0,32.42,31.93,31.81
1528,2026-09-01,23.3,38.2,44.9,2.304,2.469,-0.165,55.9,10614932171.0,19.95,22.85,22.37
1529,2026-09-01,15.7,15.4,25.3,-1.576,-1.161,-0.415,39.0,1407533795.0,16.68,18.17,18.92
1530,2026-09-01,27.35,42.8,43.2,0.385,0.168,0.217,51.5,335622601975.0,27.93,27.71,26.5
1531,2026-09-01,11.55,58.9,61.3,-0.07,-0.146,0.076,48.2,15405516663.0,11.87,11.8,11.53
1532,2026-09-01,22.55,37.8,29.7,-2.116,-2.134,0.018,42.8,11089186648.0,22.3,21.53,22.9
1533,2026-09-01,30.3,25.8,34.2,-2.894,-3.598,0.704,40.7,7471863611.0,31.35,33.55,32.24
1535,2026-09-01,44.65,34.4,40.5,-1.142,-0.219,-0.922,36.6,1505446840.0,45.42,46.31,48.17
1536,2026-09-01,46.85,13.5,16.6,-4.1,-3.056,-1.044,41.8,17328398722.0,47.7,49.18,53.35
1537,2026-09-01,115.0,36.3,40.6,-0.743,0.069,-0.812,43.1,68394761.0,117.62,117.62,117.31
1538,2026-09-01,8.85,4.4,8.7,-4.801,-3.076,-1.725,25.4,-560011400.0,9.34,10.73,17.07
1539,2026-09-01,15.65,10.9,14.0,-1.604,-1.509,-0.095,37.7,780033673.0,15.75,15.93,16.66
1540,2026-09-01,19.2,13.1,15.4,-1.123,-0.31,-0.813,41.7,1006098240.0,19.37,19.81,20.86
1541,2026-09-01,20.65,18.0,22.4,-2.178,-1.975,-0.204,36.0,-46882062.0,21.27,21.84,23.26
1558,2026-09-01,107.5,65.2,47.7,1.212,-0.445,1.657,63.6,125355916.0,100.93,93.74,92.78
1560,2026-09-01,753.0,84.0,82.5,122.872,90.733,32.138,71.7,41393357361.0,692.0,680.42,537.89
1563,2026-09-01,74.8,63.3,54.6,0.915,-1.649,2.565,52.8,37209066.0,77.76,74.5,65.43
1565,2026-09-01,96.0,12.8,8.6,-22.352,-21.045,-1.307,28.6,125296992.0,95.47,96.92,106.88
1568,2026-09-01,28.95,38.4,45.8,1.756,1.11,0.646,53.0,36529935709.0,28.08,32.45,27.18
1569,2026-09-01,49.0,27.7,24.4,1.889,4.277,-2.388,50.9,1573866024.0,44.82,48.21,52.0
1570,2026-09-01,32.0,29.7,45.6,3.448,3.395,0.053,52.5,508367979.0,32.92,37.71,34.14
1580,2026-09-01,96.7,6.7,13.8,-3.033,0.623,-3.656,29.6,234148238.0,105.07,109.41,116.67
1582,2026-09-01,70.0,30.3,40.1,1.49,2.174,-0.684,47.5,573398392.0,70.83,82.87,77.08
1583,2026-09-01,47.2,45.4,44.6,-1.321,-1.729,0.409,48.9,22384860.0,46.9,47.34,44.88
1584,2026-09-01,18.0,12.2,13.3,-2.48,-1.852,-0.628,36.4,2360448715.0,17.73,18.52,20.64
1586,2026-09-01,18.0,4.8,6.3,-3.151,-2.536,-0.615,28.3,130671257.0,18.23,19.63,22.28
1587,2026-09-01,23.5,7.1,16.4,-1.98,0.249,-2.229,38.3,645200448.0,23.87,27.08,34.95
1589,2026-09-01,5.54,0.3,1.1,-10.205,-10.129,-0.075,20.1,463226326.0,5.54,5.54,10.31
1590,2026-09-01,1270.0,65.0,69.7,127.579,86.802,40.776,57.9,835568830.0,1340.0,1353.68,1173.04
1591,2026-09-01,41.25,23.1,28.2,-1.695,0.034,-1.729,48.0,368038565.0,38.9,42.16,44.76
1593,2026-09-01,31.45,65.4,61.0,-2.065,-3.195,1.13,47.6,113692339.0,30.97,30.39,29.36
1595,2026-09-01,61.8,44.3,51.7,6.983,4.921,2.062,55.5,451829351.0,58.6,69.35,54.12
1597,2026-09-01,138.0,48.3,51.0,15.01,9.925,5.085,59.6,2146276682.0,129.97,142.0,109.52
1598,2026-09-01,20.4,45.2,33.6,-2.446,-2.936,0.49,40.4,115647729.0,20.25,19.98,20.07
1599,2026-09-01,23.65,13.4,17.9,-2.329,-2.01,-0.318,38.1,228474074.0,23.57,23.88,25.88
1603,2026-09-01,30.1,21.0,25.5,-0.618,0.134,-0.752,44.8,-1260865487.0,29.88,29.91,32.44
1604,2026-09-01,23.4,55.1,50.4,-0.149,-0.105,-0.044,48.7,7901103016.0,23.33,23.28,23.2
1605,2026-09-01,37.0,50.9,52.7,1.915,0.854,1.061,55.5,4115483511168.0,35.88,35.46,34.29
1608,2026-09-01,36.0,61.2,55.0,2.812,2.619,0.193,61.3,47932532079.0,34.35,32.93,32.99
1609,2026-09-01,37.3,32.5,32.7,0.099,0.555,-0.455,50.7,-77785450077.0,36.25,36.15,37.11
1611,2026-09-01,11.45,24.5,31.8,-0.531,-0.519,-0.012,42.1,-3131878882.0,11.7,12.04,12.07
1612,2026-09-01,34.7,45.2,43.7,1.888,2.25,-0.362,57.3,23482473750.0,33.4,33.8,33.63
1614,2026-09-01,31.0,27.6,22.7,-1.492,-1.092,-0.399,35.3,568233015.0,30.98,30.92,32.02
1615,2026-09-01,43.35,36.0,33.7,0.688,1.571,-0.883,51.5,2004252813.0,43.13,42.42,43.63
1616,2026-09-01,18.4,11.6,15.7,0.175,1.8,-1.625,42.9,40332077828.0,18.83,19.89,23.57
1617,2026-09-01,17.65,38.3,40.6,0.191,-0.122,0.314,53.8,-407650206.0,17.23,16.97,15.88
1618,2026-09-01,38.7,26.5,28.0,0.818,1.939,-1.121,49.7,7350244139.0,38.45,38.7,40.09
1626,2026-09-01,9.66,16.6,23.4,-1.283,-1.244,-0.04,37.6,706015472.0,9.77,10.42,10.95
1702,2026-09-01,32.4,27.1,21.4,-3.007,-2.615,-0.392,32.0,154053700531.0,32.97,32.51,34.36
1707,2026-09-01,87.1,3.7,8.8,-10.533,-7.259,-3.274,24.2,2010701559.0,88.6,93.92,106.19
1708,2026-09-01,47.95,60.4,63.4,4.481,2.651,1.831,63.9,-79655345.0,48.93,46.39,39.71
1709,2026-09-01,36.05,80.0,69.6,2.569,0.547,2.022,86.3,57964503849.0,30.64,25.03,20.73
1710,2026-09-01,16.05,50.6,48.5,-0.302,-0.854,0.552,53.9,26906741237.0,15.1,14.81,13.86
1711,2026-09-01,37.95,50.5,56.7,5.877,4.294,1.583,56.9,-60954886488.0,37.7,43.93,33.69
1712,2026-09-01,39.9,24.2,33.6,1.098,1.734,-0.636,52.3,2464166604.0,39.62,39.86,40.97
1713,2026-09-01,42.5,34.8,42.4,1.933,2.645,-0.712,51.7,2544399314.0,43.24,44.22,43.64
1714,2026-09-01,14.95,52.8,60.4,1.755,0.917,0.838,60.8,-621780865631.0,14.92,13.82,11.3
1717,2026-09-01,69.2,67.5,70.9,11.901,9.505,2.396,59.3,22185433593.0,70.53,74.28,62.67
1718,2026-09-01,10.55,46.2,48.6,0.655,0.151,0.504,58.5,254699983116.0,10.06,9.47,8.21
1720,2026-09-01,55.9,70.5,71.6,1.722,1.5,0.222,56.6,27634686192.0,56.43,55.41,54.6
1721,2026-09-01,22.1,43.0,48.9,1.896,1.217,0.679,57.0,5241842821.0,20.62,22.93,19.21
1722,2026-09-01,42.4,22.6,29.2,-1.886,-1.731,-0.155,39.0,92340050377.0,43.59,44.88,44.92
1723,2026-09-01,81.9,61.3,53.4,-2.594,-3.906,1.312,48.4,9490932656.0,83.1,81.13,77.64
1725,2026-09-01,33.0,40.4,41.0,0.822,0.496,0.326,57.5,498644191.0,31.4,31.54,29.14
1726,2026-09-01,76.6,72.5,71.5,2.331,2.071,0.259,65.7,899055691.0,77.4,75.5,74.01
1727,2026-09-01,88.2,70.3,71.5,15.387,10.275,5.112,64.9,9515681353.0,85.3,86.82,64.98
1730,2026-09-01,51.3,57.1,48.7,0.66,0.562,0.098,61.0,-612673145.0,51.33,50.6,50.24
1731,2026-09-01,20.9,48.8,48.4,0.289,0.368,-0.079,56.6,351739500.0,20.78,20.62,20.62
1732,2026-09-01,25.95,16.7,20.7,-0.484,-0.358,-0.126,47.1,451270852.0,25.83,25.72,26.49
1733,2026-09-01,30.35,54.8,44.0,0.768,0.725,0.042,54.0,21349597373.0,31.2,29.8,29.47
1734,2026-09-01,31.15,82.8,72.7,1.341,0.949,0.391,71.3,688668174.0,30.57,28.9,27.81
1735,2026-09-01,19.7,35.2,42.4,1.309,1.105,0.204,52.6,604753165.0,19.83,22.03,19.67
1736,2026-09-01,124.0,34.8,27.1,1.094,6.493,-5.399,48.6,181648159721.0,122.91,120.51,130.89
1737,2026-09-01,30.45,56.8,56.5,0.225,0.264,-0.039,53.0,14651649646.0,30.61,30.5,30.43
1742,2026-09-01,17.4,72.0,63.3,0.098,-0.217,0.315,55.9,316012360.0,17.73,16.6,15.81
1752,2026-09-01,31.3,15.8,19.5,-2.159,-2.043,-0.116,37.5,469210286.0,31.63,31.66,33.56
1760,2026-09-01,53.9,12.6,19.5,-8.551,-8.957,0.406,34.2,1887445815.0,56.83,59.36,60.9
1762,2026-09-01,33.5,51.8,51.9,-2.446,-4.371,1.925,47.9,1266333730.0,34.0,34.4,30.31
1773,2026-09-01,156.5,46.3,54.0,11.866,10.625,1.241,55.6,990363983.0,157.0,164.42,152.34
1776,2026-09-01,17.55,48.2,47.1,0.247,-0.046,0.293,54.3,94406645.0,17.18,17.59,16.21
1777,2026-09-01,73.2,57.3,38.7,-1.308,-1.26,-0.048,50.2,163619176.0,73.27,70.37,70.36
1781,2026-09-01,10.2,15.9,20.8,-1.3,-1.123,-0.177,37.3,270201328.0,10.77,10.97,11.51
1783,2026-09-01,36.4,17.5,22.8,-1.167,-0.706,-0.462,42.5,27733281925.0,37.89,37.45,39.48
1784,2026-09-01,58.6,12.2,20.2,-2.295,2.293,-4.587,40.7,947723205.0,59.4,64.68,80.81
1785,2026-09-01,95.1,46.0,57.5,17.384,15.087,2.297,55.0,5779791988.0,99.17,126.38,95.9
1786,2026-09-01,43.55,3.1,5.0,-10.674,-5.875,-4.799,35.6,9730393873.0,46.9,50.75,62.44
1788,2026-09-01,128.0,32.6,38.3,1.492,2.221,-0.729,51.7,94213750.0,129.0,128.93,129.36
1789,2026-09-01,18.0,21.6,26.8,-0.893,-1.051,0.158,42.8,1009689083.0,18.8,19.38,19.44
1795,2026-09-01,173.5,10.1,19.6,-13.969,-3.112,-10.857,42.5,3102775377.0,176.64,186.93,234.43
1796,2026-09-01,29.5,7.3,9.4,-6.684,-5.488,-1.197,36.7,65940739.0,29.87,32.18,37.61
1799,2026-09-01,29.1,15.9,18.0,-8.23,-6.677,-1.552,39.9,277311065.0,30.65,32.34,33.94
1802,2026-09-01,57.8,59.3,66.5,11.163,9.507,1.656,59.1,273795948064.0,54.77,63.0,53.13
1805,2026-09-01,10.1,23.0,22.0,-1.576,-1.472,-0.105,36.1,-51548262.0,10.04,10.26,10.86
1806,2026-09-01,7.98,18.7,16.5,-0.377,-0.25,-0.127,41.7,78227148285.0,8.01,8.05,8.39
1808,2026-09-01,33.2,40.1,29.0,-1.697,-1.932,0.234,48.2,680713527.0,33.43,31.42,32.3
1809,2026-09-01,37.0,51.7,56.7,5.531,3.731,1.8,59.1,-370205497.0,36.07,38.48,29.99
1810,2026-09-01,23.8,44.6,42.9,1.492,0.735,0.757,62.9,17192034591.0,24.37,21.83,19.79
1813,2026-09-01,11.35,13.5,15.6,-1.707,-1.616,-0.091,21.4,53049759.0,11.55,11.84,12.54
1815,2026-09-01,120.0,71.5,68.9,21.262,18.809,2.453,66.4,18508701976.0,100.97,101.95,94.1
1817,2026-09-01,40.3,70.8,52.3,1.113,1.034,0.08,64.5,-627765240.0,39.68,38.52,37.46
1903,2026-09-01,47.5,11.2,13.6,-1.89,-1.234,-0.656,42.5,1605410602.0,47.47,48.03,51.13
1904,2026-09-01,24.8,71.6,61.5,0.006,-1.132,1.138,62.6,203469070431.0,23.65,21.37,19.55
1905,2026-09-01,13.15,32.5,36.4,-1.14,-1.442,0.302,46.1,-114655847842.0,13.17,13.51,13.43
1906,2026-09-01,10.9,28.0,30.9,-0.943,-0.906,-0.037,40.9,11875614195.0,11.08,10.98,11.68
1907,2026-09-01,29.0,68.5,60.5,0.386,-0.199,0.584,57.3,6346035604.0,29.3,26.68,25.94
1909,2026-09-01,10.25,50.7,43.3,-0.825,-1.107,0.282,46.2,53255755940.0,10.4,9.79,10.0
2002,2026-09-01,18.8,31.3,34.9,-0.971,-1.127,0.156,43.0,1754861623826.0,18.9,18.82,19.02
2006,2026-09-01,82.1,68.1,61.3,4.672,3.042,1.629,70.9,51716744804.0,79.17,72.95,68.63
2007,2026-09-01,6.76,10.1,19.1,-0.863,-0.854,-0.008,38.2,1819265398670.0,6.95,7.17,7.6
2008,2026-09-01,30.5,75.3,72.9,1.719,1.583,0.136,62.2,5746780020.0,30.67,29.32,28.65
2009,2026-09-01,38.5,21.2,26.6,0.521,1.029,-0.508,49.7,26660285853.0,38.15,38.06,40.97
2010,2026-09-01,21.8,65.2,68.7,1.673,1.537,0.136,61.8,120883264481.0,21.88,21.88,20.81
2012,2026-09-01,13.95,23.9,28.1,-1.713,-1.574,-0.139,36.4,2254224278.0,14.69,14.84,15.43
2013,2026-09-01,41.5,47.3,46.5,-1.132,-1.434,0.301,46.7,-78221397391.0,41.28,40.94,40.61
2014,2026-09-01,16.5,36.6,44.1,-0.994,-1.239,0.245,44.7,-78773712139.0,16.72,17.23,17.06
2015,2026-09-01,64.6,61.3,56.6,0.311,0.111,0.2,53.0,30085836902.0,64.53,63.25,62.09
